        wavelength                  f_lam                  e_lam              telcor
3755.6999999999725 3.2450183967020304e-15 1.6115962858223676e-16                 1.0
3756.3999999999724  3.352074280681857e-15 1.5897831454772275e-16                 1.0
 3757.099999999972 3.2538275668286947e-15  1.577479268462164e-16                 1.0
 3757.799999999972  3.167540436423133e-15  1.560798204543219e-16                 1.0
 3758.499999999972 3.3599935388064264e-15 1.5476924503261741e-16                 1.0
3759.1999999999716 3.4202622941272726e-15 1.5498492856507595e-16                 1.0
3759.8999999999714 3.1772751091140267e-15 1.5492295293754446e-16                 1.0
3760.5999999999713  3.109136201243219e-15 1.5662049808428504e-16                 1.0
 3761.299999999971 3.2158899160574762e-15 1.5662544414212313e-16                 1.0
 3761.999999999971 3.0891711740553105e-15 1.5595457431775807e-16                 1.0
3762.6999999999707  2.980382750543107e-15  1.545094261017471e-16                 1.0
3763.3999999999705  3.184389740967964e-15 1.5345141514567924e-16                 1.0
3764.0999999999704  3.511106472456058e-15 1.5458644338557088e-16                 1.0
  3764.79999999997 3.5169506450581654e-15 1.5432816737087564e-16                 1.0
  3765.49999999997 3.4017236366766108e-15 1.5440223951922206e-16                 1.0
  3766.19999999997  3.337084470796295e-15 1.5339188801455064e-16                 1.0
3766.8999999999696 3.2850271718269705e-15 1.5361517415172263e-16                 1.0
3767.5999999999694  3.282191764265167e-15  1.525364736948144e-16                 1.0
3768.2999999999693   3.16142319828123e-15 1.5372358277978814e-16                 1.0
 3768.999999999969  3.266136421649043e-15  1.535710871008705e-16                 1.0
 3769.699999999969  3.104712883111102e-15 1.5032900450041673e-16                 1.0
3770.3999999999687  3.467042244979171e-15 1.5307698746331764e-16                 1.0
3771.0999999999685  3.545335758163998e-15 1.5259222034919157e-16                 1.0
3771.7999999999683 3.2368083966812493e-15  1.541617060562606e-16                 1.0
 3772.499999999968  3.150063865636417e-15 1.5314111361071542e-16                 1.0
 3773.199999999968  3.562329376195927e-15   1.54366637016377e-16                 1.0
 3773.899999999968   3.36050468454405e-15 1.5123735904916335e-16                 1.0
3774.5999999999676 3.3924797197034403e-15  1.501552441722029e-16                 1.0
3775.2999999999674  3.109744547392681e-15  1.498170139293371e-16                 1.0
3775.9999999999673  3.312859824778068e-15 1.5041484522169205e-16                 1.0
 3776.699999999967 3.3860709277080475e-15 1.5118413541002011e-16                 1.0
 3777.399999999967  3.277698978789448e-15 1.5152498200795344e-16                 1.0
3778.0999999999667 3.2250523333152335e-15 1.5155333437060238e-16                 1.0
3778.7999999999665  3.071758112002584e-15 1.4940701562143966e-16                 1.0
3779.4999999999663  2.825435829512306e-15 1.4831733063365183e-16                 1.0
 3780.199999999966 3.1739469045416403e-15   1.49700138886831e-16                 1.0
 3780.899999999966 3.2229361493204943e-15 1.4775809590555018e-16                 1.0
 3781.599999999966 3.2560579431859286e-15 1.4977540998121205e-16                 1.0
3782.2999999999656 3.1872170359353822e-15 1.4773910483830168e-16                 1.0
3782.9999999999654  3.278408744998208e-15 1.4992651627482026e-16                 1.0
3783.6999999999653  3.299861640738502e-15 1.4939813818701964e-16                 1.0
 3784.399999999965 3.1384825840666817e-15 1.4826781483678923e-16                 1.0
 3785.099999999965 3.0716966240733294e-15 1.4744537644536663e-16                 1.0
3785.7999999999647 3.3298705073121274e-15 1.4534630113548253e-16                 1.0
3786.4999999999645 3.3127767186275137e-15 1.4601295789837278e-16                 1.0
3787.1999999999643 3.1149724586013198e-15 1.4387299109022072e-16                 1.0
 3787.899999999964  3.312958518669484e-15  1.459718262516457e-16                 1.0
 3788.599999999964 3.0887765508795116e-15 1.4442364304782919e-16                 1.0
 3789.299999999964 3.2522477982469747e-15 1.4459663628102054e-16                 1.0
3789.9999999999636 3.0704943328557044e-15  1.428767569268655e-16                 1.0
3790.6999999999634 3.1263340724637216e-15 1.4536454751242397e-16                 1.0
3791.3999999999633 3.2326112324292574e-15 1.4540198113525544e-16                 1.0
 3792.099999999963 3.0933398481554325e-15 1.4271262783922515e-16                 1.0
 3792.799999999963  3.159524447628033e-15 1.4407801955701743e-16                 1.0
3793.4999999999627 3.2856546853582107e-15  1.431997744867742e-16                 1.0
3794.1999999999625 3.1741017794946377e-15 1.4337993122206573e-16                 1.0
3794.8999999999623 3.0887863754875173e-15 1.4209896846970475e-16                 1.0
 3795.599999999962 3.0461258584099976e-15 1.4226130097129816e-16                 1.0
 3796.299999999962   3.08520573790805e-15 1.4227080413522097e-16                 1.0
 3796.999999999962  2.999967831118605e-15 1.4177083746813572e-16                 1.0
3797.6999999999616  3.117660014644154e-15 1.4082466029840733e-16                 1.0
3798.3999999999614 3.1292188123568752e-15 1.4018078921240985e-16                 1.0
3799.0999999999613   3.24065206159656e-15 1.4119323568653472e-16                 1.0
 3799.799999999961 3.1737788207205115e-15  1.409200247252752e-16                 1.0
 3800.499999999961   2.90346611217331e-15 1.4176687233225384e-16                 1.0
3801.1999999999607  2.879211189106997e-15 1.4053802985473506e-16                 1.0
3801.8999999999605  3.022849488755562e-15 1.4074601833145572e-16                 1.0
